Id,Banned hero
3563,Diana
3563,Nidalee
3563,Elise
3564,Diana
3564,Nidalee
3564,TwistedFate
3564,Kalista
3564,RekSai
3564,Rumble
3565,Rumble
3565,TwistedFate
3565,Evelynn
3565,Kalista
3565,Nidalee
3565,Ahri
3566,Nidalee
3566,Ahri
3566,LeeSin
3566,Rumble
3566,RekSai
3566,Kalista
3567,Rumble
3567,TwistedFate
3567,Gragas
3567,Nidalee
3567,Ahri
3567,Shen
3568,Nidalee
3568,Ahri
3568,Zed
3568,Rumble
3568,RekSai
3568,Kalista
3569,Rumble
3569,TwistedFate
3569,Morgana
3569,Ahri
3569,Shen
3569,Nidalee
3570,Zilean
3570,Lissandra
3570,Leblanc
3570,Gangplank
3570,Ryze
3570,Kindred
3571,Azir
3571,Kindred
3571,Lulu
3571,Gangplank
3571,Ryze
3571,Fizz
3572,Leblanc
3572,Ryze
3572,Trundle
3572,Quinn
3572,Gangplank
3572,Kindred
3573,Ryze
3573,Nautilus
3573,Kindred
3573,Leblanc
3573,Gangplank
3573,DrMundo
3574,Lulu
3574,DrMundo
3574,Gangplank
3574,Hecarim
3574,Ryze
3574,Shen
3575,Hecarim
3575,Shen
3575,MissFortune
3575,Lulu
3575,DrMundo
3575,Gangplank
3576,Graves
3576,Lissandra
3576,Ryze
3576,Kindred
3576,Gangplank
3576,Lulu
3577,Kindred
3577,Lulu
3577,Alistar
3577,Fizz
3577,Gangplank
3577,TahmKench
3578,Shen
3578,Hecarim
3578,Lulu
3578,Gangplank
3578,DrMundo
3578,Ryze
3579,Gangplank
3579,Ryze
3579,Lulu
3579,Shen
3579,Kassadin
3579,Hecarim
3580,Karthus
3580,Nautilus
3580,Poppy
3580,Lulu
3580,TahmKench
3580,Gangplank
3581,Lulu
3581,TahmKench
3581,Lissandra
3581,Karthus
3581,Gangplank
3581,Nautilus
3582,Shen
3582,Corki
3582,Ryze
3582,Karthus
3582,Gangplank
3582,Graves
3583,Karthus
3583,TahmKench
3583,Gangplank
3583,Ryze
3583,Shen
3583,Corki
3584,Kindred
3584,Lulu
3584,RekSai
3584,Gangplank
3584,Ryze
3584,Fizz
3585,Trundle
3585,Kalista
3585,Leblanc
3585,Gangplank
3585,Kindred
3585,Ryze
3586,Ryze
3586,Kindred
3586,Syndra
3586,Zilean
3586,Gangplank
3587,Syndra
3587,Zilean
3587,DrMundo
3587,Ryze
3587,Kindred
3587,Gangplank
3588,Nidalee
3588,Zed
3588,Poppy
3588,Ryze
3588,Gangplank
3588,Lissandra
3589,Lissandra
3589,Gnar
3589,Lulu
3589,Nidalee
3589,Gangplank
3589,Ryze
3590,Syndra
3590,Zilean
3590,DrMundo
3590,Ryze
3590,Gangplank
3590,Alistar
3591,Ryze
3591,Alistar
3591,TahmKench
3591,Syndra
3591,Zilean
3591,Gangplank
3592,Ezreal
3592,TahmKench
3592,Alistar
3592,Nidalee
3592,Ryze
3592,Lulu
3593,Nidalee
3593,Lulu
3593,Zed
3593,Gangplank
3593,Ryze
3593,Corki
3594,Poppy
3594,Lissandra
3594,Lulu
3594,Ryze
3594,Corki
3594,TahmKench
3595,Ryze
3595,Corki
3595,Ezreal
3595,Lissandra
3595,Alistar
3595,Poppy
3596,Nidalee
3596,Zed
3596,TahmKench
3596,Ryze
3596,Gangplank
3596,Corki
3597,Kassadin
3597,Corki
3597,Elise
3597,Nidalee
3597,Gangplank
3597,TahmKench
3598,Syndra
3598,Zilean
3598,DrMundo
3598,Alistar
3598,Gangplank
3598,Ryze
3599,Ryze
3599,Zed
3599,Lulu
3599,Syndra
3599,Gangplank
3599,Zilean
3600,Corki
3600,RekSai
3600,Ryze
3600,Alistar
3600,Gangplank
3600,TahmKench
3601,Nautilus
3601,Trundle
3601,Kalista
3601,Ryze
3601,Lulu
3601,Gangplank
3602,
3602,Gangplank
3602,Ryze
3602,Corki
3603,Poppy
3603,Corki
3603,Ryze
3603,Fizz
3603,TahmKench
3603,Gangplank
3604,Lulu
3604,TahmKench
3604,Poppy
3604,Ryze
3604,Gangplank
3604,Alistar
3605,Cassiopeia
3605,JarvanIV
3605,Sivir
3605,Azir
3605,Vladimir
3605,Ryze
3606,Elise
3606,RekSai
3606,Sivir
3606,Gangplank
3606,Nidalee
3606,Olaf
3607,RekSai
3607,Quinn
3607,Gangplank
3607,Fiora
3607,Poppy
3607,Lulu
3608,TahmKench
3608,Alistar
3608,Ryze
3608,Kassadin
3608,Lissandra
3608,Gangplank
3609,Kassadin
3609,Lissandra
3609,TahmKench
3609,Corki
3609,Alistar
3609,Ryze
3610,Lissandra
3610,Poppy
3610,Alistar
3610,Zilean
3610,Nidalee
3610,Ryze
3611,Zilean
3611,Nidalee
3611,Ryze
3611,Alistar
3611,Elise
3611,Kassadin
3612,Corki
3612,Gangplank
3612,TahmKench
3612,Lulu
3612,Fiora
3612,Ryze
3613,Lulu
3613,Fiora
3613,TahmKench
3613,Corki
3613,Gangplank
3613,Ezreal
3614,Kassadin
3614,Viktor
3614,Elise
3614,Fizz
3614,TahmKench
3614,TwistedFate
3615,TahmKench
3615,Zilean
3615,Leblanc
3615,Kassadin
3615,Corki
3615,Kalista
3616,Zilean
3616,Graves
3616,TahmKench
3616,Corki
3616,Gangplank
3616,Ryze
3617,Corki
3617,Viktor
3617,Gangplank
3617,Fizz
3617,Graves
3617,TahmKench
3618,Lulu
3618,Nidalee
3618,Alistar
3618,Gangplank
3618,Quinn
3618,RekSai
3619,Quinn
3619,Alistar
3619,Trundle
3619,Gangplank
3619,Nidalee
3619,Lulu
3620,Lulu
3620,Corki
3620,Zed
3620,Quinn
3620,Lissandra
3620,Kalista
3621,Quinn
3621,Lissandra
3621,Kalista
3621,Gangplank
3621,Corki
3621,Alistar
3622,Trundle
3622,Lulu
3622,Alistar
3622,Nidalee
3622,LeeSin
3622,Elise
3623,Nidalee
3623,Zed
3623,LeeSin
3623,Trundle
3623,Lulu
3623,Alistar
3624,Thresh
3624,Poppy
3624,Viktor
3624,Zilean
3624,Nidalee
3624,Kalista
3625,Zilean
3625,Nidalee
3625,Kalista
3625,Thresh
3625,Poppy
3625,Viktor
3626,Lissandra
3626,Lulu
3626,Gangplank
3626,Fizz
3626,TwistedFate
3626,Fiora
3627,Lux
3627,Fiora
3627,Zilean
3627,Lulu
3627,Gangplank
3627,Alistar
3628,Zilean
3628,Nidalee
3628,Lulu
3628,Alistar
3628,Gangplank
3628,Kalista
3629,Gangplank
3629,Viktor
3629,KogMaw
3629,Nidalee
3629,Lulu
3629,Kalista
3630,Alistar
3630,Leblanc
3630,Kalista
3630,Zilean
3630,Syndra
3630,Fiora
3631,Zilean
3631,Syndra
3631,Fiora
3631,Alistar
3631,Leblanc
3631,Kalista
3632,Kassadin
3632,Viktor
3632,Elise
3632,Nidalee
3632,Kalista
3632,Braum
3633,Nidalee
3633,Zed
3633,Braum
3633,Viktor
3633,Kassadin
3633,Lulu
3634,Gangplank
3634,Viktor
3634,KogMaw
3634,Fizz
3634,Elise
3634,Kalista
3635,Zilean
3635,Nidalee
3635,Lulu
3635,Gangplank
3635,KogMaw
3635,Viktor
3636,KogMaw
3636,Lulu
3636,Elise
3636,Zed
3636,Gangplank
3636,Nidalee
3637,Gangplank
3637,Zed
3637,Nidalee
3637,KogMaw
3637,Lulu
3637,Elise
3638,Corki
3638,Viktor
3638,KogMaw
3638,Alistar
3638,Lulu
3638,Kalista
3639,Lulu
3639,Kalista
3639,Alistar
3639,Corki
3639,Viktor
3639,KogMaw
3640,Alistar
3640,Kalista
3640,Zed
3640,Corki
3640,Zilean
3640,Elise
3641,Corki
3641,Zilean
3641,Ezreal
3641,Kalista
3641,Alistar
3641,Zed
3642,Nidalee
3642,Thresh
3642,Leblanc
3642,Kalista
3642,Corki
3642,Trundle
3643,Trundle
3643,Corki
3643,Kalista
3643,Nidalee
3643,Thresh
3643,Leblanc
3644,Zed
3644,Nautilus
3644,Kalista
3644,Zilean
3644,Syndra
3644,Leblanc
3645,Zilean
3645,Leblanc
3645,Kalista
3645,Zed
3645,Alistar
3645,Nidalee
3646,Lulu
3646,Poppy
3646,Alistar
3646,Corki
3646,Trundle
3646,Kalista
3647,Bard
3647,Quinn
3647,Warwick
3647,Alistar
3647,Poppy
3647,Nautilus
3648,Zilean
3648,KogMaw
3648,Lulu
3648,Fizz
3648,Alistar
3648,Kalista
3649,Leblanc
3649,Nautilus
3649,Alistar
3649,Zilean
3649,Lulu
3649,Gangplank
3650,Gragas
3650,Bard
3650,Fiora
3650,Nidalee
3650,Poppy
3650,Alistar
3651,Nidalee
3651,KogMaw
3651,Kindred
3651,Gragas
3651,Bard
3651,Kalista
3652,Nidalee
3652,Quinn
3652,Kindred
3652,Alistar
3652,Gragas
3652,Trundle
3653,Alistar
3653,Gragas
3653,Trundle
3653,Nidalee
3653,Quinn
3653,Zed
3654,Fiora
3654,Bard
3654,Leblanc
3654,Nidalee
3654,Zilean
3654,Gangplank
3655,Nidalee
3655,Zilean
3655,Lulu
3655,Bard
3655,Fiora
3655,Leblanc
3656,Nidalee
3656,Kindred
3656,Lulu
3656,Corki
3656,Gragas
3656,Kalista
3657,Corki
3657,Gragas
3657,Quinn
3657,Nidalee
3657,Kindred
3657,Lulu
3658,Nidalee
3658,Alistar
3658,Kalista
3658,Elise
3658,Lulu
3658,Viktor
3659,Elise
3659,Viktor
3659,Lulu
3659,Nidalee
3659,Fizz
3659,Zed
3660,Fiora
3660,Quinn
3660,Lulu
3660,Nidalee
3660,Kindred
3660,Thresh
3661,Nidalee
3661,Poppy
3661,Gangplank
3661,Fiora
3661,Quinn
3661,KogMaw
3662,Nidalee
3662,Zilean
3662,Lulu
3662,Kalista
3662,Alistar
3662,Gragas
3663,Kalista
3663,Gragas
3663,Alistar
3663,Nidalee
3663,Zilean
3663,Lulu
3664,Zed
3664,Alistar
3664,Corki
3664,Viktor
3664,Kassadin
3664,Lulu
3665,Viktor
3665,Kassadin
3665,Lulu
3665,Zed
3665,Alistar
3665,Trundle
3666,Gragas
3666,Alistar
3666,Kalista
3666,Nidalee
3666,Lulu
3666,Lissandra
3667,Lulu
3667,Leblanc
3667,Azir
3667,Gragas
3667,Kalista
3667,Nidalee
3668,Nidalee
3668,Zilean
3668,Leblanc
3668,Corki
3668,Quinn
3668,Gragas
3669,Corki
3669,Quinn
3669,Alistar
3669,Zilean
3669,Nidalee
3669,Leblanc
3670,Poppy
3670,Trundle
3670,Thresh
3670,Zed
3670,Kalista
3670,Fiora
3671,Zed
3671,Kalista
3671,Fiora
3671,Poppy
3671,Lulu
3671,Alistar
3672,Trundle
3672,Gragas
3672,Alistar
3672,Zed
3672,Lulu
3672,Fizz
3673,Zilean
3673,Ezreal
3673,Lulu
3673,Kalista
3673,Zed
3673,Alistar
3674,Alistar
3674,Gragas
3674,Kalista
3674,Gangplank
3674,Nidalee
3674,Zed
3675,Gangplank
3675,Quinn
3675,Nidalee
3675,Alistar
3675,Kalista
3675,Lulu
3676,Leblanc
3676,Fiora
3676,Zed
3676,Lulu
3676,Alistar
3676,Kalista
3677,Lulu
3677,Azir
3677,Alistar
3677,Leblanc
3677,Fiora
3677,Zed
3678,Nidalee
3678,Leblanc
3678,Zilean
3678,Lulu
3678,Azir
3678,Viktor
3679,Viktor
3679,Lulu
3679,Azir
3679,Nidalee
3679,Zilean
3679,Gangplank
3680,Lulu
3680,Leblanc
3680,Zed
3680,Elise
3680,Alistar
3680,Kalista
3681,Trundle
3681,Elise
3681,Alistar
3681,Lulu
3681,Leblanc
3681,Kalista
3682,Zed
3682,Leblanc
3682,Kalista
3682,Gragas
3682,Graves
3682,Alistar
3683,Gragas
3683,Graves
3683,Lulu
3683,Zed
3683,Leblanc
3683,Kalista
3684,Nidalee
3684,Leblanc
3684,Ryze
3684,Trundle
3684,Gragas
3684,Alistar
3685,Nidalee
3685,Leblanc
3685,Azir
3685,Trundle
3685,Gragas
3685,Alistar
3686,Trundle
3686,Gragas
3686,Alistar
3686,Nidalee
3686,Leblanc
3686,Sivir
3687,Nidalee
3687,Leblanc
3687,Sivir
3687,Trundle
3687,Gragas
3687,Alistar
3688,Trundle
3688,Gragas
3688,Alistar
3688,Nidalee
3688,Leblanc
3688,Ekko
3689,Kindred
3689,Trundle
3689,TwistedFate
3689,Nidalee
3689,Ekko
3689,Azir
3690,Nidalee
3690,Ryze
3690,Gangplank
3690,Trundle
3690,Kindred
3690,Varus
3691,TwistedFate
3691,Trundle
3691,Kindred
3691,Nidalee
3691,Ekko
3691,Alistar
3692,Azir
3692,Ryze
3692,Nidalee
3692,Graves
3692,Sivir
3692,Trundle
3693,Ryze
3693,Nidalee
3693,Zed
3693,Trundle
3693,Graves
3693,Sivir
3694,Azir
3694,Ryze
3694,Alistar
3694,Graves
3694,Trundle
3694,Sivir
3695,Varus
3695,Vladimir
3695,Lucian
3695,Leblanc
3695,Nidalee
3695,Ryze
3696,Leblanc
3696,Nidalee
3696,Azir
3696,Varus
3696,Vladimir
3696,Lucian
3697,Nidalee
3697,Ryze
3697,Vladimir
3697,Lucian
3697,Kindred
3697,Trundle
3698,Lucian
3698,Azir
3698,Kindred
3698,Nidalee
3698,Ryze
3698,Swain
3699,Vladimir
3699,Kindred
3699,Lucian
3699,Nidalee
3699,Elise
3699,Azir
3700,Nidalee
3700,Azir
3700,Leblanc
3700,Vladimir
3700,Kindred
3700,Ryze
3701,Morgana
3701,Bard
3701,Karma
3701,Braum
3701,Ryze
3701,Kindred
3702,Nidalee
3702,Braum
3702,Kindred
3702,Morgana
3702,Leblanc
3702,Ryze
3703,Lucian
3703,Azir
3703,Kindred
3703,Bard
3703,Blitzcrank
3703,RekSai
3704,Bard
3704,Blitzcrank
3704,Leblanc
3704,Lucian
3704,Kindred
3704,Ryze
3705,Fizz
3705,Ashe
3705,Lucian
3705,Nidalee
3705,Ryze
3705,Kindred
3706,Nidalee
3706,Ryze
3706,Kindred
3706,Maokai
3706,Lucian
3706,Nami
3707,Nidalee
3707,Ryze
3707,Vladimir
3707,Azir
3707,Elise
3707,Kassadin
3708,Azir
3708,Varus
3708,Trundle
3708,Nidalee
3708,Ryze
3708,Vladimir
3709,Nidalee
3709,Ashe
3709,Azir
3709,Caitlyn
3709,RekSai
3709,Ryze
3710,Caitlyn
3710,Blitzcrank
3710,RekSai
3710,Vladimir
3710,Azir
3710,Nidalee
3711,Sivir
3711,Kindred
3711,Ryze
3711,Caitlyn
3711,Vladimir
3711,RekSai
3712,TwistedFate
3712,Vladimir
3712,Irelia
3712,Sivir
3712,Kindred
3712,Ryze
3713,Karma
3713,Irelia
3713,Swain
3713,Azir
3713,Sivir
3713,Ashe
3714,Ashe
3714,Sivir
3714,Azir
3714,Ryze
3714,Irelia
3714,Swain
3715,Bard
3715,Alistar
3715,Azir
3715,Nami
3715,Shen
3715,Ryze
3716,Nami
3716,Shen
3716,Karma
3716,Bard
3716,Alistar
3716,Sivir
3717,TwistedFate
3717,Trundle
3717,RekSai
3717,Kindred
3717,Ryze
3717,Sivir
3718,Kindred
3718,Ryze
3718,Sivir
3718,TwistedFate
3718,Trundle
3718,RekSai
3719,Sivir
3719,Swain
3719,Bard
3719,Ryze
3719,Vladimir
3719,Shen
3720,Vladimir
3720,Shen
3720,Trundle
3720,Sivir
3720,Swain
3720,Ryze
3721,Varus
3721,Kassadin
3721,Elise
3721,Ryze
3721,Vladimir
3721,RekSai
3722,Ryze
3722,Vladimir
3722,Braum
3722,Varus
3722,Thresh
3723,Swain
3723,Elise
3723,Bard
3723,Sivir
3723,Karma
3723,Jax
3724,Sivir
3724,Hecarim
3724,Jhin
3724,Elise
3724,Vladimir
3724,Ryze
3725,Trundle
3725,Jhin
3725,RekSai
3725,Nidalee
3725,Ezreal
3725,Ryze
3726,Nidalee
3726,Ezreal
3726,Alistar
3726,Trundle
3726,Ryze
3726,RekSai
3727,TwistedFate
3727,Trundle
3727,RekSai
3727,Azir
3727,Ryze
3727,Gragas
3728,Azir
3728,Ryze
3728,Trundle
3728,TwistedFate
3728,Shen
3728,Sivir
3729,Nidalee
3729,Graves
3729,Alistar
3729,RekSai
3729,Thresh
3729,Ryze
3730,RekSai
3730,Thresh
3730,Trundle
3730,Nidalee
3730,Graves
3730,Vladimir
3731,Ryze
3731,Azir
3731,Leblanc
3731,TwistedFate
3731,Kassadin
3731,Hecarim
3732,TwistedFate
3732,Kassadin
3732,Hecarim
3732,Azir
3732,Vladimir
3732,Trundle
3733,Leblanc
3733,Morgana
3733,Ryze
3733,RekSai
3733,Leona
3733,Azir
3734,Shen
3734,Leona
3734,Azir
3734,Ryze
3734,Vladimir
3734,RekSai
3735,Hecarim
3735,Azir
3735,Kassadin
3735,Vladimir
3735,Ryze
3735,Taliyah
3736,Alistar
3736,Ryze
3736,Leona
3736,Hecarim
3736,Vladimir
3736,Gragas
3737,Ryze
3737,RekSai
3737,Vladimir
3737,TwistedFate
3737,Kassadin
3737,Braum
3738,TwistedFate
3738,Nidalee
3738,Braum
3738,Vladimir
3738,Sivir
3738,Thresh
3739,Nidalee
3739,Gangplank
3739,Kassadin
3739,Vladimir
3739,RekSai
3739,Jhin
3740,Ryze
3740,RekSai
3740,Vladimir
3740,Nidalee
3740,Gangplank
3740,Lissandra
3741,Taliyah
3741,Hecarim
3741,Vladimir
3741,Kassadin
3741,Thresh
3741,Nidalee
3742,Kassadin
3742,Thresh
3742,TwistedFate
3742,Taliyah
3742,Vladimir
3742,RekSai
3743,Graves
3743,Anivia
3743,Sivir
3743,RekSai
3743,Leona
3743,Jhin
3744,Gnar
3744,RekSai
3744,Vladimir
3744,Graves
3744,Nidalee
3744,Sivir
3745,Kassadin
3745,Leona
3745,Azir
3745,Ryze
3745,Gangplank
3745,Jhin
3746,Ryze
3746,Gangplank
3746,Jhin
3746,Kassadin
3746,Azir
3746,Sivir
3747,TwistedFate
3747,Nidalee
3747,Kassadin
3747,Vladimir
3747,Leblanc
3747,RekSai
3748,Ryze
3748,Leblanc
3748,Vladimir
3748,TwistedFate
3748,Nidalee
3748,Lissandra
3749,Kassadin
3749,Varus
3749,Nidalee
3749,Taliyah
3749,Vladimir
3749,Ryze
3750,Ryze
3750,Taliyah
3750,Olaf
3750,Varus
3750,Kassadin
3750,Azir
3751,Azir
3751,Shen
3751,Vladimir
3751,Jhin
3751,Alistar
3751,Ryze
3752,Jhin
3752,Alistar
3752,Ryze
3752,Azir
3752,Shen
3752,TwistedFate
3753,Gnar
3753,Shen
3753,Gangplank
3753,Graves
3753,Nidalee
3753,Sivir
3754,Graves
3754,Nidalee
3754,Anivia
3754,Gnar
3754,Gangplank
3754,Trundle
3755,Nidalee
3755,Braum
3755,Gnar
3755,Lissandra
3755,Vladimir
3755,Jhin
3756,Malzahar
3756,Varus
3756,Jhin
3756,Braum
3756,Vladimir
3756,Ezreal
3757,Kassadin
3757,Shen
3757,RekSai
3757,Vladimir
3757,Nidalee
3757,Gangplank
3758,Nidalee
3758,Alistar
3758,Graves
3758,Shen
3758,RekSai
3758,Vladimir
3759,
3759,TwistedFate
3759,Vladimir
3759,Gnar
3760,TwistedFate
3760,Kassadin
3760,RekSai
3760,Vladimir
3760,Gangplank
3760,Gnar
3761,Olaf
3761,Jhin
3761,Anivia
3761,TwistedFate
3761,Kassadin
3761,Nidalee
3762,TwistedFate
3762,Kassadin
3762,Gragas
3762,Olaf
3762,Anivia
3762,Vladimir
3763,RekSai
3763,Shen
3763,Kalista
3763,Nidalee
3763,Graves
3763,Alistar
3764,Nidalee
3764,Graves
3764,Alistar
3764,RekSai
3764,Shen
3764,Vladimir
3765,Malzahar
3765,Alistar
3765,Gangplank
3765,Varus
3765,Sivir
3765,Kassadin
3766,Kassadin
3766,Varus
3766,Sivir
3766,Vladimir
3766,Malzahar
3766,Alistar
3767,Thresh
3767,Kassadin
3767,Gragas
3767,Nidalee
3767,Vladimir
3767,Malzahar
3768,Nidalee
3768,Malzahar
3768,Anivia
3768,Thresh
3768,Kassadin
3768,Vladimir
3769,RekSai
3769,Gnar
3769,Kassadin
3769,Nidalee
3769,Vladimir
3769,Elise
3770,Nidalee
3770,Kassadin
3770,Malzahar
3770,Vladimir
3770,RekSai
3770,Gnar
3771,TwistedFate
3771,Malzahar
3771,Nidalee
3771,RekSai
3771,Vladimir
3771,Jhin
3772,Kassadin
3772,RekSai
3772,Jhin
3772,Malzahar
3772,Vladimir
3772,Nidalee
3773,Graves
3773,Nidalee
3773,Leblanc
3773,Trundle
3773,Gnar
3773,Hecarim
3774,Trundle
3774,Gnar
3774,Hecarim
3774,Nidalee
3774,Graves
3774,Malzahar
3775,Nidalee
3775,Sivir
3775,Alistar
3775,Malzahar
3775,Vladimir
3775,Hecarim
3776,Hecarim
3776,Malzahar
3776,Leblanc
3776,Nidalee
3776,Alistar
3776,Vladimir
3777,Alistar
3777,Leblanc
3777,Jhin
3777,Trundle
3777,RekSai
3777,Shen
3778,Trundle
3778,Kassadin
3778,RekSai
3778,Alistar
3778,Jhin
3778,Leblanc
3779,Nidalee
3779,Graves
3779,Alistar
3779,Hecarim
3779,Gnar
3779,Malzahar
3780,Hecarim
3780,Gnar
3780,Kassadin
3780,Nidalee
3780,Graves
3780,Vladimir
3781,Malzahar
3781,Trundle
3781,Kassadin
3781,Taliyah
3781,Jinx
3781,Vladimir
3782,Taliyah
3782,Gnar
3782,Leblanc
3782,Malzahar
3782,Vladimir
3782,RekSai
3783,Kassadin
3783,Varus
3783,Malzahar
3783,Nidalee
3783,Vladimir
3783,Alistar
3784,Nidalee
3784,Alistar
3784,Vladimir
3784,Kassadin
3784,Leona
3784,Thresh
3785,Jhin
3785,Leblanc
3785,Sivir
3785,TwistedFate
3785,Malzahar
3785,Kassadin
3786,Ezreal
3786,Gragas
3786,Ashe
3786,Jhin
3786,Leblanc
3786,RekSai
3787,Gnar
3787,Nidalee
3787,Hecarim
3787,Thresh
3787,Leona
3787,Vladimir
3788,Thresh
3788,Kassadin
3788,Leona
3788,Gnar
3788,Nidalee
3788,Gangplank
3789,Kassadin
3789,Shen
3789,Zed
3789,Jhin
3789,Vladimir
3789,Gangplank
3790,Jhin
3790,Vladimir
3790,Taliyah
3790,Kassadin
3790,Shen
3790,Irelia
3791,Malzahar
3791,Anivia
3791,Hecarim
3791,Gangplank
3791,Jhin
3791,KogMaw
3792,Jhin
3792,KogMaw
3792,Gangplank
3792,Nidalee
3792,TahmKench
3792,Leblanc
3793,Varus
3793,Viktor
3793,Thresh
3793,Gangplank
3793,Hecarim
3793,Vladimir
3794,Gangplank
3794,Hecarim
3794,Vladimir
3794,Kassadin
3794,Viktor
3794,Thresh
3795,Jhin
3795,Vladimir
3795,Leblanc
3795,Shen
3795,Gangplank
3795,Kassadin
3796,Kassadin
3796,Gangplank
3796,RekSai
3796,Jhin
3796,Vladimir
3796,Taliyah
3797,Malzahar
3797,Kassadin
3797,Ekko
3797,Jhin
3797,Vladimir
3797,Gangplank
3798,Jhin
3798,Gangplank
3798,Taliyah
3798,Nidalee
3798,TahmKench
3798,Alistar
3799,Nidalee
3799,TahmKench
3799,Taliyah
3799,Gangplank
3799,Jhin
3799,Trundle
3800,Jhin
3800,Kassadin
3800,Hecarim
3800,Nidalee
3800,TahmKench
3800,Vladimir
3801,Kassadin
3801,Ashe
3801,Malzahar
3801,Jhin
3801,Gangplank
3801,Vladimir
3802,Jhin
3802,Gangplank
3802,Malzahar
3802,Ashe
3802,Shen
3802,Vladimir
3803,Jhin
3803,Vladimir
3803,RekSai
3803,Gangplank
3803,Taliyah
3803,Thresh
3804,Taliyah
3804,TahmKench
3804,Gnar
3804,Jhin
3804,Vladimir
3804,RekSai
3805,Jhin
3805,Vladimir
3805,RekSai
3805,Gangplank
3805,TahmKench
3805,Gragas
3806,Jhin
3806,Vladimir
3806,Malzahar
3806,TahmKench
3806,Lissandra
3806,Gangplank
3807,TahmKench
3807,Lissandra
3807,TwistedFate
3807,Jhin
3807,Vladimir
3807,Malzahar
3808,Jhin
3808,Vladimir
3808,Malzahar
3808,TwistedFate
3808,Lissandra
3808,TahmKench
3809,TwistedFate
3809,Lissandra
3809,TahmKench
3809,Jhin
3809,Vladimir
3809,Malzahar
3810,Ashe
3810,Ekko
3810,Vladimir
3810,Gangplank
3810,Gnar
3810,Nidalee
3811,Gangplank
3811,Gnar
3811,Nidalee
3811,Ashe
3811,Jhin
3811,Vladimir
3812,Ekko
3812,Vladimir
3812,Poppy
3812,Gangplank
3812,Gnar
3812,Nidalee
3813,Vladimir
3813,Jhin
3813,Karma
3813,TahmKench
3813,TwistedFate
3813,Lissandra
3814,TwistedFate
3814,Lissandra
3814,Zed
3814,Vladimir
3814,Jhin
3814,Taliyah
3815,Vladimir
3815,Jhin
3815,Karma
3815,TwistedFate
3815,Lissandra
3815,Taliyah
3816,Cassiopeia
3816,Karma
3816,Ekko
3816,Gnar
3816,Gangplank
3816,Ashe
3817,Gangplank
3817,Nidalee
3817,Gnar
3817,Cassiopeia
3817,Taliyah
3817,Ekko
3818,Trundle
3818,RekSai
3818,Shen
3818,Gnar
3818,Gangplank
3818,Nidalee
3819,Nidalee
3819,Gangplank
3819,Gnar
3819,Trundle
3819,RekSai
3819,Hecarim
3820,Trundle
3820,Caitlyn
3820,Cassiopeia
3820,Nidalee
3820,Gangplank
3820,Gnar
3821,Jhin
3821,Karma
3821,Cassiopeia
3821,TwistedFate
3821,Lissandra
3821,Taliyah
3822,TahmKench
3822,TwistedFate
3822,Lissandra
3822,Jhin
3822,Karma
3822,Taliyah
3823,Jhin
3823,Karma
3823,Cassiopeia
3823,TahmKench
3823,Ashe
3823,Gragas
3824,Ryze
3824,Jhin
3824,Rengar
3824,Syndra
3824,Maokai
3824,Leblanc
3824,Corki
3824,Vi
3824,Jayce
3824,Shen
3825,Malzahar
3825,Jhin
3825,Camille
3825,Ashe
3825,Zyra
3825,Corki
3825,Vi
3825,Kennen
3825,Orianna
3825,Leblanc
3826,Jayce
3826,Camille
3826,Syndra
3826,Khazix
3826,RekSai
3826,Leblanc
3826,Rengar
3826,Varus
3826,Shen
3826,Zyra
3827,Jayce
3827,Camille
3827,Syndra
3827,Graves
3827,LeeSin
3827,Leblanc
3827,Rengar
3827,Varus
3827,Zyra
3827,Kassadin
3828,Jayce
3828,Camille
3828,Malzahar
3828,Gangplank
3828,LeeSin
3828,Leblanc
3828,Rengar
3828,Varus
3828,MissFortune
3828,Kassadin
3829,Malzahar
3829,Shen
3829,Khazix
3829,RekSai
3829,Graves
3829,Jayce
3829,Rengar
3829,Ryze
3829,Poppy
3829,Nautilus
3830,Jayce
3830,Ryze
3830,Maokai
3830,LeeSin
3830,RekSai
3830,Shen
3830,Khazix
3830,Leblanc
3830,MissFortune
3830,Zyra
3831,Corki
3831,Shen
3831,Malzahar
3831,Maokai
3831,Thresh
3831,Rengar
3831,Camille
3831,Leblanc
3831,Zyra
3831,TahmKench
3832,Zyra
3832,Khazix
3832,Camille
3832,Jhin
3832,Maokai
3832,Rengar
3832,Corki
3832,Leblanc
3832,Shen
3832,Thresh
3833,Malzahar
3833,Zyra
3833,Fizz
3833,Karma
3833,Orianna
3833,Leblanc
3833,Rengar
3833,Camille
3833,Thresh
3833,Jayce
3834,Malzahar
3834,Zyra
3834,Leblanc
3834,Thresh
3834,Jayce
3834,Rengar
3834,Camille
3834,Fizz
3834,Zed
3834,Poppy
3835,Jayce
3835,Malzahar
3835,Ivern
3835,Olaf
3835,LeeSin
3835,Rengar
3835,Khazix
3835,Leblanc
3835,Zed
3835,Katarina
3836,Jhin
3836,Varus
3836,Ashe
3836,Sivir
3836,Lucian
3836,Leblanc
3836,Rengar
3836,Caitlyn
3836,Maokai
3836,Poppy
3837,TahmKench
3837,Malzahar
3837,Camille
3837,Maokai
3837,Jayce
3837,Rengar
3837,Leblanc
3837,Zyra
